actor,movie_or_TV_name
Sôichirô Hoshi,Engine Sentai Go-onger vs. Gekiranger
Sôichirô Hoshi,Vampire Knight Guilty
Sôichirô Hoshi,Vampire Knight
Sôichirô Hoshi,The Garden of Sinners: Oblivion Recording
Sôichirô Hoshi,Dissidia: Final Fantasy
Sôichirô Hoshi,Dynasty Warriors: Gundam 2
Sôichirô Hoshi,Hell Girl: Three Vessels
Philece Sampler,BlazBlue: Continuum Shift
Philece Sampler,Lilly's Light
Philece Sampler,BlazBlue: Calamity Trigger
Philece Sampler,Castlevania: Judgment
Sôichirô Hoshi,Macross Frontier
Sôichirô Hoshi,Engine sentai Go-onger: Boom boom! Bang bang! GekijoBang!!
Sôichirô Hoshi,Soulcalibur IV
Sôichirô Hoshi,The Garden of Sinners: The Hollow Shrine
Sôichirô Hoshi,Higurashi no Naku Koro ni Kai: Ura Higu
Sôichirô Hoshi,The Garden of Sinners: A Study in Murder - Part 1
Sôichirô Hoshi,Good Luck! Ninomiya-kun
Philece Sampler,Sublustrum
Philece Sampler,Digimon Data Squad
Philece Sampler,Code Geass
Philece Sampler,The Interior
Philece Sampler,Lucky Star
Philece Sampler,.hack//G.U. Vol.3//Redemption
Philece Sampler,Idaten Jump
Sôichirô Hoshi,When They Cry: Kai
Sôichirô Hoshi,Ghost Hound
Sôichirô Hoshi,Bokura no
Sôichirô Hoshi,Another Century's 3: The Final
Philece Sampler,Mix Master
Philece Sampler,Blue Dragon
Philece Sampler,.hack//G.U. Vol.2//Reminisce
Philece Sampler,Tokko
Philece Sampler,Suikoden V
Philece Sampler,Duel Masters
Philece Sampler,Eureka Seven
Sôichirô Hoshi,Higurashi no Naku Koro ni: Nekogoroshi-hen
Sôichirô Hoshi,Shining Tears X Wind
Sôichirô Hoshi,Tanekyara gekijo
Philece Sampler,Stanley's Dinosaur Round-Up
Philece Sampler,Zatch Bell!
Philece Sampler,Tales of the Abyss
Philece Sampler,Zatch Bell!: Mamodo Fury
Philece Sampler,Bobobo-bo Bo-bobo
Philece Sampler,Yukikaze
Philece Sampler,"Sakura Wars: So Long, My Love"
Philece Sampler,Wild Arms 4
Sôichirô Hoshi,Saiyuki Reload: Burial
Sôichirô Hoshi,Digimon Savers: Ultimate Power! Activate Burst Mode!
Sôichirô Hoshi,Digimon World Data Squad
Sôichirô Hoshi,Strain: Strategic Armored Infantry
Philece Sampler,Bleach
Philece Sampler,Radiata Stories
Philece Sampler,Angelium
Philece Sampler,Battle B-Daman
Philece Sampler,Pororo to the Cookie Castle
Philece Sampler,World of Warcraft
Philece Sampler,Viewtiful Joe
Sôichirô Hoshi,When They Cry
Sôichirô Hoshi,Higurashi Daybreak
Sôichirô Hoshi,Growlanser: Heritage of War
Sôichirô Hoshi,Kirarin Revolution
Sôichirô Hoshi,Princess Princess
Philece Sampler,The Nutcracker and the Mouseking
Philece Sampler,SD Gundam Force: Showdown!
Philece Sampler,Father of the Pride
Philece Sampler,Art of the Devil
Philece Sampler,All Grown Up!
Philece Sampler,Digimon Racing
Philece Sampler,Mars Daybreak
Sôichirô Hoshi,Mobile Suit Gundam SEED Destiny: TV Movie I - The Shattered World
Sôichirô Hoshi,Digimon Savers
Sôichirô Hoshi,Xenosaga I & II
Sôichirô Hoshi,The Law of Ueki
Sôichirô Hoshi,Muv-Luv Alternative
Sôichirô Hoshi,Ginyû mokushiroku maine rîbe: Vîdâ
Sôichirô Hoshi,Ginyuu mokushiroku: Meine liebe wieder
Philece Sampler,Burn-Up Scramble
Philece Sampler,Early Reins
Philece Sampler,Eiken
Philece Sampler,Requiem from the Darkness
Sôichirô Hoshi,Mobile Suit Gundam Seed Destiny: Final Plus
Sôichirô Hoshi,Soulcalibur III
Sôichirô Hoshi,Mobile Suit Gundam Seed Destiny
Sôichirô Hoshi,Sengoku basara
Sôichirô Hoshi,Shinshaku Sanada sanjuushi the animation
Sôichirô Hoshi,Romancing SaGa
Sôichirô Hoshi,Haruka: Beyond the Stream of Time - A Tale of the Eight Guardians
Philece Sampler,Bottle Fairy
Philece Sampler,Stanley
Philece Sampler,SD Gundam Force
Philece Sampler,Last Exile
Philece Sampler,Green Green
Sôichirô Hoshi,Tenjho Tenge: Ultimate Fight
Sôichirô Hoshi,Sankokuji
Sôichirô Hoshi,Sukisho
Sôichirô Hoshi,Xenosaga: The Animation
Sôichirô Hoshi,Tenjo Tenge
Sôichirô Hoshi,ToHeart: Remember My Memories
Sôichirô Hoshi,Meine Liebe
Philece Sampler,Tokyo Godfathers
Philece Sampler,Digimon: Digital Monsters
Philece Sampler,Please Twins!
Philece Sampler,Wolf's Rain
Philece Sampler,Evil Dead: A Fistful of Boomstick
Philece Sampler,Darling
Philece Sampler,Mouse
Philece Sampler,Bluer Than Indigo
Sôichirô Hoshi,Mobile Suit Gundam SEED: The Rumbling Sky
Sôichirô Hoshi,Mobile Suit Gundam Seed: Special Edition II: The Far Away Dawn
Sôichirô Hoshi,Xenosaga Episode II: Jenseits von Gut und Böse
Sôichirô Hoshi,Atelier Iris: Eternal Mana
Sôichirô Hoshi,Please Twins!
Philece Sampler,Final Fantasy XI
Philece Sampler,Heat Guy J
Philece Sampler,Midnight Sleazy Train
Philece Sampler,Haré+Guu Deluxe
Philece Sampler,.hack//Liminality Vol. 1: In the Case of Mai Minase
Sôichirô Hoshi,Saiyuki Reload Gunlock
Sôichirô Hoshi,Naruto
Sôichirô Hoshi,Planetes
Sôichirô Hoshi,Fatal Frame II: Crimson Butterfly
Sôichirô Hoshi,.hack//Legend of the Twilight
Sôichirô Hoshi,Saiyuuki Reload
Sôichirô Hoshi,Mobile Suit Gundam SEED
Sôichirô Hoshi,Soulcalibur II
Philece Sampler,Ex-Driver: Nina and Rei Danger Zone
Philece Sampler,EX-Driver the Movie
Philece Sampler,éX-Driver the Movie
Sôichirô Hoshi,Get Backers
Sôichirô Hoshi,.hack//Liminality Vol. 4: Trismegistus
Sôichirô Hoshi,Muv-Luv
Sôichirô Hoshi,Star Ocean: Till the End of Time
Sôichirô Hoshi,Anime Tencho
Sôichirô Hoshi,Bluer Than Indigo
Sôichirô Hoshi,Gensomaden Saiyuki: Kibou no zaika
Sôichirô Hoshi,Kikô sen'nyo Rôran
Philece Sampler,The Twelve Kingdoms
Philece Sampler,X
Philece Sampler,Digimon Tamers: Runaway Locomon
Sôichirô Hoshi,Please Teacher!
Sôichirô Hoshi,Ever 17: The Out of Infinity
Sôichirô Hoshi,Haré+Guu Deluxe
Sôichirô Hoshi,.hack//Liminality Vol. 1: In the Case of Mai Minase
Sôichirô Hoshi,Mirmo zibang!
Sôichirô Hoshi,Xenosaga Episode I: Der Wille zur Macht
Sôichirô Hoshi,Grandia Xtreme
Philece Sampler,Xenosaga Episode I: Der Wille zur Macht
Philece Sampler,The Hunchback of Notre Dame 2: The Secret of the Bell
Philece Sampler,eX-Driver
Philece Sampler,Jason and the Heroes of Mount Olympus
Philece Sampler,Marine-a-Go-Go
Philece Sampler,Mon Colle Knights
Philece Sampler,Shadow of Destiny
Philece Sampler,Sakura Wars: The Movie
Sôichirô Hoshi,Piano: The Melody of a Young Girl's Heart
Sôichirô Hoshi,The Prince of Tennis
Sôichirô Hoshi,SkyGunner
Philece Sampler,Kaze No Yojimbo
Philece Sampler,Mahoromatic
Philece Sampler,Shinzo
Philece Sampler,Arcanum: Of Steamworks and Magick Obscura
Philece Sampler,Samurai Girl: Real Bout High School
Philece Sampler,The Happy Cricket from the Amazon
Philece Sampler,Digimon Tamers: Battle of Adventurers
Sôichirô Hoshi,Angelic Layer
Sôichirô Hoshi,Saiyuki: Requiem - The Motion Picture
Sôichirô Hoshi,Cosmo Warrior Zero
Sôichirô Hoshi,s-CRY-ed
Sôichirô Hoshi,Ryouki no Ori: Dai 2 Shou
Sôichirô Hoshi,Comic Party
Sôichirô Hoshi,Tales of Eternia
Philece Sampler,s-CRY-ed
Philece Sampler,Figure 17
Philece Sampler,Invader ZIM
Philece Sampler,Hanaukyo Maid Team
Sôichirô Hoshi,Infinite Ryvius
Sôichirô Hoshi,Tales of Destiny II
Sôichirô Hoshi,Cyborg Kuro-chan
Sôichirô Hoshi,Argentosoma
Philece Sampler,Haré+Guu
Philece Sampler,Digimon Adventure 02
Philece Sampler,Digimon Adventure 02: Revenge of Diaboromon
Philece Sampler,Cardcaptor Sakura: Leave it to Kero!
Philece Sampler,GTO: Great Teacher Onizuka
Philece Sampler,Moonlight Lady
Philece Sampler,Transformers: Robots in Disguise
Sôichirô Hoshi,Skies of Arcadia
Sôichirô Hoshi,Gensomaden Saiyuki
Sôichirô Hoshi,Eve Zero
Sôichirô Hoshi,Doraemon: Nobita and the Legend of the Sun King
Philece Sampler,DinoZaurs
Philece Sampler,Celebrity Deathmatch
Philece Sampler,Argentosoma
Sôichirô Hoshi,Power Rangers Lost Galaxy
Sôichirô Hoshi,M.U.G.E.N
Sôichirô Hoshi,Uchuu Kaizoku Mito no Daibouken 2: Futari no Joou-sama
Sôichirô Hoshi,To Heart
Sôichirô Hoshi,Power Rangers in Space
Sôichirô Hoshi,Steam Detectives
Sôichirô Hoshi,Lost Universe
Philece Sampler,Vandread
Philece Sampler,Digimon: The Movie
Philece Sampler,Brigadoon: Marin to Melan
Philece Sampler,Cardcaptor Sakura: The Sealed Card
Sôichirô Hoshi,Soulcalibur
Sôichirô Hoshi,Pocket Fighter
Sôichirô Hoshi,Very Private Lesson
Sôichirô Hoshi,Class Reunion - Yesterday Once More
Sôichirô Hoshi,Perfect Blue
Sôichirô Hoshi,Yat! Budget! Space Tours
Philece Sampler,Love Hina
Philece Sampler,Black Angel Vol. 2
Philece Sampler,Wild ARMs: Twilight Venom
Philece Sampler,Digimon Adventure
Sôichirô Hoshi,Those Who Hunt Elves
Sôichirô Hoshi,Super Puzzle Fighter II Turbo
Sôichirô Hoshi,Kureyon Shinchan: Hendarando no Daiboken
Sôichirô Hoshi,Dirty Pair Flash
Sôichirô Hoshi,Starmyu
Sôichirô Hoshi,"The World Pirate Is Coming, Intersecting Worlds."
Sôichirô Hoshi,Happyô! Zen Gandamu Dai Tôhyô
Philece Sampler,Arc the Lad
Philece Sampler,Black Jack
Philece Sampler,King's Quest VIII: Mask of Eternity
Sôichirô Hoshi,Live Video Japan Otome Festival 3
Sôichirô Hoshi,Kochira okinomiya keisatsusho daini torishirabeshitsu
Sôichirô Hoshi,Kochira okinomiya keisatsusho daini torishirabeshitsu
Philece Sampler,Black Angel Vol. 1
Philece Sampler,Vampire Princess Miyu
Philece Sampler,Detatoko Princess
Philece Sampler,Rugrats
Philece Sampler,The Incredible Hulk
Philece Sampler,The Angry Beavers
Philece Sampler,Aaahh!!! Real Monsters
Philece Sampler,Rurouni Kenshin
Philece Sampler,Tom and Huck
Philece Sampler,Aidoru purojekuto
Philece Sampler,Pom Poko
Philece Sampler,Duckman: Private Dick/Family Man
Philece Sampler,Marmalade Boy
Philece Sampler,Here Is Greenwood
Philece Sampler,Mobile Suit Gundam F91
Philece Sampler,The Return of Dogtanian
Philece Sampler,Another World
Philece Sampler,Pretty Smart
Philece Sampler,Hunter
Philece Sampler,Shadow Chasers
Philece Sampler,Rituals
Philece Sampler,Days of Our Lives
Philece Sampler,T.J. Hooker
Philece Sampler,Cutter to Houston
Philece Sampler,Hotel
Philece Sampler,Knots Landing
Philece Sampler,The Misadventures of Sheriff Lobo
Philece Sampler,The Incredible Hulk
Philece Sampler,Fantasy Island
Philece Sampler,B.J. and the Bear
Philece Sampler,Lupin the 3rd
Philece Sampler,The Seniors
Philece Sampler,Nightmares Come at Night
Philece Sampler,Home for Christmas
Philece Sampler,The Bonfire of Destiny
Philece Sampler,"Live Twice, Love Once"
Philece Sampler,Lykke-Per
Philece Sampler,A Turtle's Tale: Sammy's Adventures
Philece Sampler,Madagascar: Escape 2 Africa
Philece Sampler,Mr. Brooks
Philece Sampler,The Marine
Philece Sampler,Madagascar
Philece Sampler,The Chronicles of Riddick
Philece Sampler,What Lies Beneath
Philece Sampler,Teaching Mrs. Tingle
Philece Sampler,Babes in Toyland
Philece Sampler,Romy and Michele's High School Reunion
Philece Sampler,Lilly's Light: The Movie
Philece Sampler,Lilly's Light
Philece Sampler,Lilly's Light: The Movie
Philece Sampler,Lilly's Light
Philece Sampler,The Audition
Philece Sampler,The Follies Experience
Philece Sampler,Adventures in Voice Acting
Philece Sampler,The Regis Philbin Show
Philece Sampler,.hack//G.U. Last Recode
Philece Sampler,Digimon Data Squad
Up,Mushoku Tensei: Jobless Reincarnation
Up,Fruits Basket
Up,86
Up,Vivy: Fluorite Eye's Song
Up,Horimiya
Up,Dogeza de Tanondemita
Up,Munou na Nana
Up,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Up,Maesetsu!
Up,Interspecies Reviewers
Up,High School Fleet the Movie
Up,The Disastrous Life of Saiki K.: Reawakened
Up,Val x Love
Up,Cautious Hero: The Hero Is Overpowered but Overly Cautious
Up,Code Vein
Up,Demon Slayer: Kimetsu no Yaiba
Up,Wasteful Days of High School Girls
Up,One Punch Man
Up,Meruhen Medohen
Up,The Disastrous Life of Saiki K.
Up,Shinkansen Henkei Robo Shinkalion the Animation
Up,Kakuriyo: Bed & Breakfast for Spirits
Up,Pop Team Epic
Up,Two Car
Up,Hitorijime My Hero
Up,Atom the Beginning
Up,Blue Reflection
Up,Hibike! Euphonium
Up,Myriad Colors Phantom World
Up,High School Fleet
Up,The Lost Village
Up,Monster Musume: Everyday Life with Monster Girls
Up,God Eater
Up,Polar Bear's Café
Up,BlazBlue: Chrono Phantasma
Up,Kimi ni Todoke: From Me to You
Up,Sasamekikoto
Up,Antique Bakery
Up,Val x Love
Up,Remake Our Life!
Up,King's Raid: Successors of the Will
Up,Ikebukuro West Gate Park
Up,Code Vein
Up,Afterlost: Where I End and You Begin
Up,Demon Slayer: Kimetsu no Yaiba
Up,Today's Menu for the Emiya Family
Up,BlazBlue: Cross Tag Battle
Up,Fire Emblem Heroes
Up,Konosuba: God's Blessing on This Wonderful World!
Up,Street Fighter V
Up,The Asterisk War
Up,BlazBlue: Central Fiction
Up,Nights of Azure
Up,God Eater
Up,Fire Emblem: Fates
Up,Nurse Love Addiction
Up,Fate/stay night: Unlimited Blade Works
Up,Ultra Street Fighter IV
Up,BlazBlue: Chrono Phantasma
Up,A Good Librarian Like a Good Shepherd
Up,Ai Mai! Moe Can Change!
Yu Hayashi,Lost Judgment
Yu Hayashi,Tokyo Revengers
Yu Hayashi,Jujutsu Kaisen
Yu Hayashi,Haikyuu!!
Yu Hayashi,Demon Slayer: Kimetsu no Yaiba
Yu Hayashi,Yu-No: A Girl Who Chants Love at the Bound of this World
Yu Hayashi,Judgement
Yu Hayashi,Muhyo & Roji's Bureau of Supernatural Investigation
Yu Hayashi,Mr Love: Queen's Choice (Love and Producer)
Yu Hayashi,Haikyû!!: Konseputo no tatakai
Yu Hayashi,Haikyû!!: Sainou to sensu
Yu Hayashi,Bungou Stray Dogs
Yu Hayashi,Mob Psycho 100
Yu Hayashi,Cheer Boys!!
Yu Hayashi,Ushio & Tora
Yu Hayashi,Haikyuu!!: vs Akaten
Yu Hayashi,Big Order
Yu Hayashi,Star Ocean: Integrity and Faithlessness
Yu Hayashi,Rippu Van Winkuru no hanayome. Serial Edition
Yu Hayashi,Haikyuu!! The Movie 2: The Winner and the Loser
Yu Hayashi,Lupin III
Yu Hayashi,Haikyuu!! The Movie 1: The End and the Beginning
Yu Hayashi,Kuroko's Basketball
Yu Hayashi,Yatterman Night
Yu Hayashi,Haikyuu!!: Lev Genzan!
Yu Hayashi,Tiger & Bunny: The Rising
Yu Hayashi,JoJo's Bizarre Adventure
Yu Hayashi,Chihayafuru
Yu Hayashi,Final Fantasy XIII-2
Yu Hayashi,Kingdom Hearts: Birth by Sleep
Yu Hayashi,Stitch!
Yu Hayashi,Kingdom Hearts II: Final Mix+
Yu Hayashi,Kingdom Hearts Re: Chain of Memories
Yu Hayashi,Kingdom Hearts II
Yu Hayashi,YU-NO: A Girl Who Chants Love at the Bound of This World
Yu Hayashi,Cannon Fodder
Yu Hayashi,Memories
Yu Hayashi,Pom Poko
Yu Hayashi,Lady Luck Club
Yu Hayashi,Kingdom Hearts HD 1.5 + 2.5 Remix
Yu Hayashi,Kingdom Hearts HD 2.5 Remix
Yu Hayashi,Kingdom Hearts HD 1.5 Remix
Taiten Kusunoki,Relayer
Taiten Kusunoki,Blade Runner: Black Lotus
Taiten Kusunoki,How a Realist Hero Rebuilt the Kingdom
Taiten Kusunoki,86
Taiten Kusunoki,Guilty Gear: Strive
Taiten Kusunoki,Beastars
Taiten Kusunoki,Boruto: Naruto Next Generations
Taiten Kusunoki,Mashin Sentai Kiramager
Taiten Kusunoki,Food Wars
Taiten Kusunoki,Final Fantasy VII Remake
Taiten Kusunoki,Mugen no jûnin: Immortal
Taiten Kusunoki,Dragon Ball Z: Kakarot
Taiten Kusunoki,Yakuza: Like a Dragon
Taiten Kusunoki,Fire Force
Taiten Kusunoki,Demon Slayer: Kimetsu no Yaiba
Taiten Kusunoki,Mix: Meisei Story
Taiten Kusunoki,Bloodstained: Ritual of the Night
Taiten Kusunoki,The Rising of the Shield Hero
Taiten Kusunoki,Promare: Lio-hen
Taiten Kusunoki,Team Sonic Racing
Taiten Kusunoki,Promare
Taiten Kusunoki,Mob Psycho 100
Taiten Kusunoki,Ace Combat 7: Skies Unknown
Taiten Kusunoki,Drifters
Taiten Kusunoki,Boarding School Juliet
Taiten Kusunoki,Golden Kamuy
Taiten Kusunoki,Warriors Orochi 4
Taiten Kusunoki,Overlord
Taiten Kusunoki,Hyrule Warriors: Definitive Edition
Taiten Kusunoki,Dynasty Warriors 9
Taiten Kusunoki,Sonic Forces
Taiten Kusunoki,Kekkai Sensen
Taiten Kusunoki,Isekai wa smartphone to tomo ni.
Taiten Kusunoki,Vatican Miracle Examiner
Taiten Kusunoki,ClassicaLoid
Taiten Kusunoki,Atelier Firis: The Alchemist and the Mysterious Journey
Taiten Kusunoki,Dragon Ball: Xenoverse 2
Taiten Kusunoki,Kuromukuro
Taiten Kusunoki,Cerberus
Taiten Kusunoki,Star Ocean: Integrity and Faithlessness
Taiten Kusunoki,God Eater
Taiten Kusunoki,Assassination Classroom
Taiten Kusunoki,Hyrule Warriors Legends
Taiten Kusunoki,Mario & Sonic at the Rio 2016 Olympic Games
Taiten Kusunoki,JoJo's Bizarre Adventure: Eyes of Heaven
Taiten Kusunoki,God Eater: Resurrection
Taiten Kusunoki,Shuriken Sentai Ninninger
Taiten Kusunoki,The Empire of Corpses
Taiten Kusunoki,Baby Steps
Taiten Kusunoki,Devil's Third
Taiten Kusunoki,Purasutikku Memorîzu
Taiten Kusunoki,God Eater 2: Rage Burst
Taiten Kusunoki,Uwabaki kukku
Taiten Kusunoki,The Disappearance of Conan Edogawa: The Worst Two Days in History
Taiten Kusunoki,Hyperdimension Neptunia Re;Birth 3: V Generation
Taiten Kusunoki,Dynasty Warriors 8: Empires
Taiten Kusunoki,Space Dandy
Taiten Kusunoki,Hunter x Hunter
Taiten Kusunoki,Hyrule Warriors
Taiten Kusunoki,Marvel Disk Wars: The Avengers
Taiten Kusunoki,Granblue Fantasy
Taiten Kusunoki,Tiger & Bunny: The Rising
Taiten Kusunoki,Dynasty Warriors 8: Xtreme Legends
Taiten Kusunoki,Mario & Sonic at the Sochi 2014 Olympic Winter Games
Taiten Kusunoki,Lupin III: Princess of the Breeze
Taiten Kusunoki,Dynasty Warriors 8
Taiten Kusunoki,Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!
Taiten Kusunoki,Gekijo-ban Tiger & Bunny -The Rising
Taiten Kusunoki,Hyperdimension Neptunia Victory
Taiten Kusunoki,Beyblade: Shogun Steel
Taiten Kusunoki,Naruto: Shippûden
Taiten Kusunoki,The New Prince of Tennis
Taiten Kusunoki,Appleseed XIII
Taiten Kusunoki,Mario & Sonic at the London 2012 Olympic Games
Taiten Kusunoki,Tiger & Bunny
Taiten Kusunoki,One Piece
Taiten Kusunoki,Appleseed XIII: Tartaros
Taiten Kusunoki,Black Lagoon: Roberta's Blood Trail
Taiten Kusunoki,Dragon Ball: Raging Blast 2
Taiten Kusunoki,Sonic Colors
Taiten Kusunoki,Gods Eater Burst
Taiten Kusunoki,Trigun: Badlands Rumble
Taiten Kusunoki,Black Lagoon Omake
Chikahiro Kobayashi,Megalo Box
Taiten Kusunoki,HeartCatch PreCure!
Taiten Kusunoki,Dragonaut: The Resonance
Taiten Kusunoki,Dragon Ball Z Kai
Taiten Kusunoki,Mario & Sonic at the Olympic Winter Games
Taiten Kusunoki,Phantom: Requiem for the Phantom
Taiten Kusunoki,Mobile Suit Gundam MS IGLOO: Gravity Front
Taiten Kusunoki,Lupin III vs. Detective Conan
Taiten Kusunoki,The Last Remnant
Taiten Kusunoki,Stitch!
Taiten Kusunoki,Infinite Undiscovery
Taiten Kusunoki,Gintama
Taiten Kusunoki,Baccano!
Taiten Kusunoki,Star Ocean: Second Evolution
Taiten Kusunoki,Devil May Cry 4
Taiten Kusunoki,Hot Shots Golf: Open Tee 2
Taiten Kusunoki,Gyakkyô burai Kaiji
Taiten Kusunoki,Crisis Core: Final Fantasy VII
Taiten Kusunoki,The Familiar of Zero: Knight of the Twin Moons
Chikahiro Kobayashi,Scarlet Nexus
Chikahiro Kobayashi,Sengoku Musou 5
Chikahiro Kobayashi,Jouran: The Princess of Snow and Blood
Chikahiro Kobayashi,Beastars
Chikahiro Kobayashi,Sleepy Princess in the Demon Castle
Chikahiro Kobayashi,Golden Kamuy
Chikahiro Kobayashi,Food Wars
Chikahiro Kobayashi,"Sing ""Yesterday"" for Me"
Chikahiro Kobayashi,Great Pretender
Chikahiro Kobayashi,Final Fantasy VII Remake
Chikahiro Kobayashi,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Taiten Kusunoki,Powerpuff Girls Z
Taiten Kusunoki,Fist of the Blue Sky
Taiten Kusunoki,Guardian of the Sacred Spirit
Taiten Kusunoki,Black Lagoon
Taiten Kusunoki,Naruto
Taiten Kusunoki,Digimon World Data Squad
Taiten Kusunoki,Summon Night 4
Taiten Kusunoki,Sonic the Hedgehog
Taiten Kusunoki,Ergo Proxy
Taiten Kusunoki,Valkyrie Profile 2: Silmeria
Taiten Kusunoki,Mobile Suit Gundam SEED Destiny: TV Movie I - The Shattered World
Taiten Kusunoki,Ginyuu mokushiroku: Meine liebe wieder
Taiten Kusunoki,Mobile Suit Gundam Seed Destiny: Final Plus
Taiten Kusunoki,Naruto: Ultimate Ninja 3
Taiten Kusunoki,Shadow the Hedgehog
Taiten Kusunoki,Kôdo eiji komandâzu: Tsugu mono tsugareru mono
Taiten Kusunoki,Mobile Suit Gundam Seed Destiny
Taiten Kusunoki,Last Order: Final Fantasy VII
Taiten Kusunoki,Final Fantasy VII: Advent Children
Chikahiro Kobayashi,The God of High School
Chikahiro Kobayashi,Mugen no jûnin: Immortal
Chikahiro Kobayashi,Fire Force
Chikahiro Kobayashi,Demon Slayer: Kimetsu no Yaiba
Chikahiro Kobayashi,That Time I Got Reincarnated as a Slime
Chikahiro Kobayashi,Amanchu!
Chikahiro Kobayashi,Violet Evergarden
Chikahiro Kobayashi,Gintama
Chikahiro Kobayashi,Pokémon Origins
Taiten Kusunoki,Summon Night Ex-Thesis: Wings of Dawn
Taiten Kusunoki,Wild Arms 4
Taiten Kusunoki,Transformers: Galaxy Force
Taiten Kusunoki,Xenosaga: The Animation
Taiten Kusunoki,Meine Liebe
Taiten Kusunoki,Great Yamato No. 0
Taiten Kusunoki,Sonic Heroes
Taiten Kusunoki,Sonic Battle
Taiten Kusunoki,Gunslinger Girl
Taiten Kusunoki,Naruto: Ultimate Ninja
Taiten Kusunoki,Transformers: Myclone Legend
Taiten Kusunoki,Panzer Dragoon Orta
Taiten Kusunoki,Dark Cloud 2
Taiten Kusunoki,Lupin the 3rd: Treasure of the Sorcerer King
Taiten Kusunoki,The Prince of Tennis
Taiten Kusunoki,Transformers: Robots in Disguise
Taiten Kusunoki,Lupin III: Da Capo of Love - Fujiko's Unlucky Days
Taiten Kusunoki,1 on 1 Government
Taiten Kusunoki,Panzer Dragoon Saga
Taiten Kusunoki,YU-NO: A Girl Who Chants Love at the Bound of This World
Taiten Kusunoki,Virtua Fighter
Taiten Kusunoki,Lupin III: The Pursuit of Harimao's Treasure
Taiten Kusunoki,Lady Luck Club
Yoshihisa Kawahara,Grappler Baki wa BL dewa naika to kangae tsuzuketa otome no kiroku
Yoshihisa Kawahara,Lost Judgment
Yoshihisa Kawahara,One Piece
Yoshihisa Kawahara,Guilty Gear: Strive
Yoshihisa Kawahara,Yes ka No ka Hanbun ka
Yoshihisa Kawahara,Yashahime: Princess Half-Demon
Yoshihisa Kawahara,A Certain Scientific Railgun
Yoshihisa Kawahara,Baki
Yoshihisa Kawahara,Mobile Suit Gundam: The Origin - Advent of the Red Comet
Yoshihisa Kawahara,Demon Slayer: Kimetsu no Yaiba
Yoshihisa Kawahara,Made in Abyss: Journey's Dawn
Yoshihisa Kawahara,Judgement
Yoshihisa Kawahara,Soulcalibur VI
Yoshihisa Kawahara,A Certain Magical Index
Yoshihisa Kawahara,Mobile Suit Gundam: The Origin VI - Rise of the Red Comet
Yoshihisa Kawahara,Hyrule Warriors: Definitive Edition
Yoshihisa Kawahara,Xenoblade Chronicles 2
Yoshihisa Kawahara,Made in Abyss
Yoshihisa Kawahara,RIN-NE
Yoshihisa Kawahara,Atom the Beginning
Yoshihisa Kawahara,Star Ocean: Anamnesis
Yoshihisa Kawahara,Bubuki buranki
Yoshihisa Kawahara,Amanchu!
Yoshihisa Kawahara,The King of Fighters XIV
Yoshihisa Kawahara,Overwatch
Yoshihisa Kawahara,Star Ocean: Integrity and Faithlessness
Yoshihisa Kawahara,Hyrule Warriors Legends
Yoshihisa Kawahara,Girls und Panzer der Film
Yoshihisa Kawahara,Ultraman X
Yoshihisa Kawahara,Re-Kan!
Yoshihisa Kawahara,Owari no serafu
Yoshihisa Kawahara,My Teen Romantic Comedy SNAFU
Yoshihisa Kawahara,Denki-Gai no Honya-san
Yoshihisa Kawahara,The Irregular at Magic High School
Yoshihisa Kawahara,Tokyo ESP
Yoshihisa Kawahara,Hyrule Warriors
Yoshihisa Kawahara,Sword Art Online
Yoshihisa Kawahara,Tamako Love Story
Yoshihisa Kawahara,Granblue Fantasy
Yoshihisa Kawahara,Guilty Gear Xrd: Sign
Yoshihisa Kawahara,"Yusibu: I couldnt become a hero, so I reluctantly decided to get a job."
Yoshihisa Kawahara,"WataMote: No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!"
Yoshihisa Kawahara,Short Peace
Yoshihisa Kawahara,Kick-Heart
Yoshihisa Kawahara,Summon Night 5
Yoshihisa Kawahara,Aura: Koga Maryuin's Last War
Yoshihisa Kawahara,A Certain Magical Index: The Movie - The Miracle of Endymion
Yoshihisa Kawahara,Jormungand
Yoshihisa Kawahara,Girls und Panzer
Yoshihisa Kawahara,Good Luck Girl!
Yoshihisa Kawahara,Hyouka
Yoshihisa Kawahara,Fairy Tail: Priestess of the Phoenix
Yoshihisa Kawahara,Hiiro no Kakera
Yoshihisa Kawahara,Soulcalibur V
Yoshihisa Kawahara,Gintama
Yoshihisa Kawahara,My Ordinary Life
Yoshihisa Kawahara,A Bridge to the Starry Skies
Yoshihisa Kawahara,Black Lagoon: Roberta's Blood Trail
Yoshihisa Kawahara,Amagami SS
Yoshihisa Kawahara,Ace Combat: Joint Assault
Yoshihisa Kawahara,Durarara!!
Yoshihisa Kawahara,K-On!
Yoshihisa Kawahara,Trigun: Badlands Rumble
Yoshihisa Kawahara,Love Pistols
Yoshihisa Kawahara,Kiddy Girl-and
Yoshihisa Kawahara,Koihime musô
Yoshihisa Kawahara,Ayakashi
